Image,YOLOv5n_Time,YOLOv5n_Detections,YOLOv5n_Classes,YOLOv5s_Time,YOLOv5s_Detections,YOLOv5s_Classes
eab57df6-60c8-48a3-a70f-b9703ee71860.jpg,0.296783447265625,28,5,0.27770304679870605,37,5
